"","X","location","country","ipc","technology_domain","year","value"
"25791",25791,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2017,0
"25792",25792,"KAZ","Kazakhstan","WIPO_14","Organic fine chemistry",2018,0
"25793",25793,"KEN","Kenya","WIPO_14","Organic fine chemistry",1999,0
"25794",25794,"KEN","Kenya","WIPO_14","Organic fine chemistry",2000,0
"25795",25795,"KEN","Kenya","WIPO_14","Organic fine chemistry",2001,0.125
"25796",25796,"KEN","Kenya","WIPO_14","Organic fine chemistry",2002,0
"25797",25797,"KEN","Kenya","WIPO_14","Organic fine chemistry",2003,0
"25798",25798,"KEN","Kenya","WIPO_14","Organic fine chemistry",2004,0.0833
"25799",25799,"KEN","Kenya","WIPO_14","Organic fine chemistry",2005,0.4323
"25800",25800,"KEN","Kenya","WIPO_14","Organic fine chemistry",2006,0.2116
"25801",25801,"KEN","Kenya","WIPO_14","Organic fine chemistry",2007,0
"25802",25802,"KEN","Kenya","WIPO_14","Organic fine chemistry",2008,0
"25803",25803,"KEN","Kenya","WIPO_14","Organic fine chemistry",2009,0.3996
"25804",25804,"KEN","Kenya","WIPO_14","Organic fine chemistry",2010,0.1667
"25805",25805,"KEN","Kenya","WIPO_14","Organic fine chemistry",2011,0.1032
"25806",25806,"KEN","Kenya","WIPO_14","Organic fine chemistry",2012,0.06
"25807",25807,"KEN","Kenya","WIPO_14","Organic fine chemistry",2013,0
"25808",25808,"KEN","Kenya","WIPO_14","Organic fine chemistry",2014,0
"25809",25809,"KEN","Kenya","WIPO_14","Organic fine chemistry",2015,0
"25810",25810,"KEN","Kenya","WIPO_14","Organic fine chemistry",2016,0
"25811",25811,"KEN","Kenya","WIPO_14","Organic fine chemistry",2017,0
"25812",25812,"KEN","Kenya","WIPO_14","Organic fine chemistry",2018,0
"25813",25813,"KWT","Kuwait","WIPO_14","Organic fine chemistry",1999,0
"25814",25814,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2000,0
"25815",25815,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2001,0.125
"25816",25816,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2002,0.6
"25817",25817,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2003,0
"25818",25818,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2004,0
"25819",25819,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2005,0.0833
"25820",25820,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2006,0
"25821",25821,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2007,0
"25822",25822,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2008,0
"25823",25823,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2009,0.3333
"25824",25824,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2010,0.125
"25825",25825,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2011,0.3333
"25826",25826,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2012,0
"25827",25827,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2013,0
"25828",25828,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2014,0
"25829",25829,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2015,0
"25830",25830,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2016,0
"25831",25831,"KWT","Kuwait","WIPO_14","Organic fine chemistry",2017,0
"25832",25832,"LVA","Latvia","WIPO_14","Organic fine chemistry",1999,0
"25833",25833,"LVA","Latvia","WIPO_14","Organic fine chemistry",2000,0
"25834",25834,"LVA","Latvia","WIPO_14","Organic fine chemistry",2001,0
"25835",25835,"LVA","Latvia","WIPO_14","Organic fine chemistry",2002,0.9313
"25836",25836,"LVA","Latvia","WIPO_14","Organic fine chemistry",2003,1.2108
"25837",25837,"LVA","Latvia","WIPO_14","Organic fine chemistry",2004,2.4278
"25838",25838,"LVA","Latvia","WIPO_14","Organic fine chemistry",2005,3.9544
"25839",25839,"LVA","Latvia","WIPO_14","Organic fine chemistry",2006,2.8337
"25840",25840,"LVA","Latvia","WIPO_14","Organic fine chemistry",2007,6.0651
"25841",25841,"LVA","Latvia","WIPO_14","Organic fine chemistry",2008,2.2194
"25842",25842,"LVA","Latvia","WIPO_14","Organic fine chemistry",2009,3.1289
"25843",25843,"LVA","Latvia","WIPO_14","Organic fine chemistry",2010,3.5828
"25844",25844,"LVA","Latvia","WIPO_14","Organic fine chemistry",2011,1.9977
"25845",25845,"LVA","Latvia","WIPO_14","Organic fine chemistry",2012,2.7227
"25846",25846,"LVA","Latvia","WIPO_14","Organic fine chemistry",2013,1.9256
"25847",25847,"LVA","Latvia","WIPO_14","Organic fine chemistry",2014,1.1667
"25848",25848,"LVA","Latvia","WIPO_14","Organic fine chemistry",2015,0.5
"25849",25849,"LVA","Latvia","WIPO_14","Organic fine chemistry",2016,1.9333
"25850",25850,"LVA","Latvia","WIPO_14","Organic fine chemistry",2017,1.3556
"25851",25851,"LVA","Latvia","WIPO_14","Organic fine chemistry",2018,0.6667
"25852",25852,"LBN","Lebanon","WIPO_14","Organic fine chemistry",1999,0
"25853",25853,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2000,0
"25854",25854,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2001,0.2037
"25855",25855,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2002,0
"25856",25856,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2003,0
"25857",25857,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2004,0.05
"25858",25858,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2005,0.1794
"25859",25859,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2006,0.1944
"25860",25860,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2007,0
"25861",25861,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2008,0
"25862",25862,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2009,0.6458
"25863",25863,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2010,0
"25864",25864,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2011,0
"25865",25865,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2012,0.1012
"25866",25866,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2013,0.3333
"25867",25867,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2014,0.3833
"25868",25868,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2015,0
"25869",25869,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2016,0.1429
"25870",25870,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2017,0.1563
"25871",25871,"LBN","Lebanon","WIPO_14","Organic fine chemistry",2018,0
"25872",25872,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",1999,0.25
"25873",25873,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2000,0
"25874",25874,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2001,0.5
"25875",25875,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2002,0.0697
"25876",25876,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2003,0.6916
"25877",25877,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2004,0.2175
"25878",25878,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2005,0.6096
"25879",25879,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2006,0
"25880",25880,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2007,0.5426
"25881",25881,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2008,0.4667
"25882",25882,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2009,0.1875
"25883",25883,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2010,0.375
"25884",25884,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2011,0.375
"25885",25885,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2012,0.275
"25886",25886,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2013,0.0417
"25887",25887,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2014,0.0972
"25888",25888,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2015,0.0881
"25889",25889,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2016,0.0556
"25890",25890,"LIE","Liechtenstein","WIPO_14","Organic fine chemistry",2017,0.1167
"25891",25891,"LTU","Lithuania","WIPO_14","Organic fine chemistry",1999,0
"25892",25892,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2000,0
"25893",25893,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2001,0
"25894",25894,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2002,0.2
"25895",25895,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2003,5.6197
"25896",25896,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2004,5.7129
"25897",25897,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2005,2.3095
"25898",25898,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2006,0.2333
"25899",25899,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2007,0.6107
"25900",25900,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2008,0.6667
"25901",25901,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2009,0.0571
"25902",25902,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2010,1.2333
"25903",25903,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2011,0
"25904",25904,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2012,2.0833
"25905",25905,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2013,0
"25906",25906,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2014,0.8333
"25907",25907,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2015,2
"25908",25908,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2016,1.0571
"25909",25909,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2017,0.2667
"25910",25910,"LTU","Lithuania","WIPO_14","Organic fine chemistry",2018,0
"25911",25911,"MYS","Malaysia","WIPO_14","Organic fine chemistry",1999,0
"25912",25912,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2000,0
"25913",25913,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2001,2.3937
"25914",25914,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2002,0.8654
"25915",25915,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2003,3.4127
"25916",25916,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2004,4.9646
"25917",25917,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2005,3.5494
"25918",25918,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2006,6.5625
"25919",25919,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2007,1.8268
"25920",25920,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2008,2.9135
"25921",25921,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2009,5.8873
"25922",25922,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2010,6.3327
"25923",25923,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2011,1.5227
"25924",25924,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2012,5.5012
"25925",25925,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2013,1.6853
"25926",25926,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2014,2.9813
"25927",25927,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2015,0.5191
"25928",25928,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2016,1.0109
"25929",25929,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2017,2.5787
"25930",25930,"MYS","Malaysia","WIPO_14","Organic fine chemistry",2018,0.6048
"25931",25931,"MLT","Malta","WIPO_14","Organic fine chemistry",1999,0
"25932",25932,"MLT","Malta","WIPO_14","Organic fine chemistry",2000,0
"25933",25933,"MLT","Malta","WIPO_14","Organic fine chemistry",2001,0
"25934",25934,"MLT","Malta","WIPO_14","Organic fine chemistry",2002,0
"25935",25935,"MLT","Malta","WIPO_14","Organic fine chemistry",2003,0
"25936",25936,"MLT","Malta","WIPO_14","Organic fine chemistry",2004,0
"25937",25937,"MLT","Malta","WIPO_14","Organic fine chemistry",2005,0.0625
"25938",25938,"MLT","Malta","WIPO_14","Organic fine chemistry",2006,0.75
"25939",25939,"MLT","Malta","WIPO_14","Organic fine chemistry",2007,0.45
"25940",25940,"MLT","Malta","WIPO_14","Organic fine chemistry",2008,2.25
"25941",25941,"MLT","Malta","WIPO_14","Organic fine chemistry",2009,3
"25942",25942,"MLT","Malta","WIPO_14","Organic fine chemistry",2010,0.25
"25943",25943,"MLT","Malta","WIPO_14","Organic fine chemistry",2011,0
"25944",25944,"MLT","Malta","WIPO_14","Organic fine chemistry",2012,0
"25945",25945,"MLT","Malta","WIPO_14","Organic fine chemistry",2013,0
"25946",25946,"MLT","Malta","WIPO_14","Organic fine chemistry",2014,0
"25947",25947,"MLT","Malta","WIPO_14","Organic fine chemistry",2015,0.25
"25948",25948,"MLT","Malta","WIPO_14","Organic fine chemistry",2016,0.3333
"25949",25949,"MLT","Malta","WIPO_14","Organic fine chemistry",2017,0
"25950",25950,"MLT","Malta","WIPO_14","Organic fine chemistry",2018,0
"25951",25951,"MDA","Moldova","WIPO_14","Organic fine chemistry",1999,0
"25952",25952,"MDA","Moldova","WIPO_14","Organic fine chemistry",2000,0
"25953",25953,"MDA","Moldova","WIPO_14","Organic fine chemistry",2001,0
"25954",25954,"MDA","Moldova","WIPO_14","Organic fine chemistry",2002,0
"25955",25955,"MDA","Moldova","WIPO_14","Organic fine chemistry",2003,0
"25956",25956,"MDA","Moldova","WIPO_14","Organic fine chemistry",2004,0
"25957",25957,"MDA","Moldova","WIPO_14","Organic fine chemistry",2005,0
"25958",25958,"MDA","Moldova","WIPO_14","Organic fine chemistry",2006,0
"25959",25959,"MDA","Moldova","WIPO_14","Organic fine chemistry",2007,0
"25960",25960,"MDA","Moldova","WIPO_14","Organic fine chemistry",2008,0.4167
"25961",25961,"MDA","Moldova","WIPO_14","Organic fine chemistry",2009,0
"25962",25962,"MDA","Moldova","WIPO_14","Organic fine chemistry",2010,0
"25963",25963,"MDA","Moldova","WIPO_14","Organic fine chemistry",2011,0
"25964",25964,"MDA","Moldova","WIPO_14","Organic fine chemistry",2012,0.25
"25965",25965,"MDA","Moldova","WIPO_14","Organic fine chemistry",2013,0
"25966",25966,"MDA","Moldova","WIPO_14","Organic fine chemistry",2014,0
"25967",25967,"MDA","Moldova","WIPO_14","Organic fine chemistry",2015,0
"25968",25968,"MDA","Moldova","WIPO_14","Organic fine chemistry",2016,0
"25969",25969,"MDA","Moldova","WIPO_14","Organic fine chemistry",2017,0
"25970",25970,"MDA","Moldova","WIPO_14","Organic fine chemistry",2018,0
"25971",25971,"MCO","Monaco","WIPO_14","Organic fine chemistry",1999,0
"25972",25972,"MCO","Monaco","WIPO_14","Organic fine chemistry",2000,0
"25973",25973,"MCO","Monaco","WIPO_14","Organic fine chemistry",2001,0.6667
"25974",25974,"MCO","Monaco","WIPO_14","Organic fine chemistry",2002,1.6778
"25975",25975,"MCO","Monaco","WIPO_14","Organic fine chemistry",2003,5.221
"25976",25976,"MCO","Monaco","WIPO_14","Organic fine chemistry",2004,2.6658
"25977",25977,"MCO","Monaco","WIPO_14","Organic fine chemistry",2005,3.9563
"25978",25978,"MCO","Monaco","WIPO_14","Organic fine chemistry",2006,2.6154
"25979",25979,"MCO","Monaco","WIPO_14","Organic fine chemistry",2007,1.8667
"25980",25980,"MCO","Monaco","WIPO_14","Organic fine chemistry",2008,1.4667
"25981",25981,"MCO","Monaco","WIPO_14","Organic fine chemistry",2009,1.1667
"25982",25982,"MCO","Monaco","WIPO_14","Organic fine chemistry",2010,0.2778
"25983",25983,"MCO","Monaco","WIPO_14","Organic fine chemistry",2011,0.6364
"25984",25984,"MCO","Monaco","WIPO_14","Organic fine chemistry",2012,2.0915
"25985",25985,"MCO","Monaco","WIPO_14","Organic fine chemistry",2013,1.0278
"25986",25986,"MCO","Monaco","WIPO_14","Organic fine chemistry",2014,0.5694
"25987",25987,"MCO","Monaco","WIPO_14","Organic fine chemistry",2015,0.3571
"25988",25988,"MCO","Monaco","WIPO_14","Organic fine chemistry",2016,1.1667
"25989",25989,"MCO","Monaco","WIPO_14","Organic fine chemistry",2017,0
"25990",25990,"MCO","Monaco","WIPO_14","Organic fine chemistry",2018,0
"25991",25991,"MAR","Morocco","WIPO_14","Organic fine chemistry",1999,0
"25992",25992,"MAR","Morocco","WIPO_14","Organic fine chemistry",2000,0
"25993",25993,"MAR","Morocco","WIPO_14","Organic fine chemistry",2001,0
"25994",25994,"MAR","Morocco","WIPO_14","Organic fine chemistry",2002,0.1711
"25995",25995,"MAR","Morocco","WIPO_14","Organic fine chemistry",2003,0.2625
"25996",25996,"MAR","Morocco","WIPO_14","Organic fine chemistry",2004,0.1667
"25997",25997,"MAR","Morocco","WIPO_14","Organic fine chemistry",2005,0.4167
"25998",25998,"MAR","Morocco","WIPO_14","Organic fine chemistry",2006,0
"25999",25999,"MAR","Morocco","WIPO_14","Organic fine chemistry",2007,0.25
"26000",26000,"MAR","Morocco","WIPO_14","Organic fine chemistry",2008,1.7369
"26001",26001,"MAR","Morocco","WIPO_14","Organic fine chemistry",2009,1.0506
"26002",26002,"MAR","Morocco","WIPO_14","Organic fine chemistry",2010,0.0267
"26003",26003,"MAR","Morocco","WIPO_14","Organic fine chemistry",2011,0
"26004",26004,"MAR","Morocco","WIPO_14","Organic fine chemistry",2012,0.1335
"26005",26005,"MAR","Morocco","WIPO_14","Organic fine chemistry",2013,0.25
"26006",26006,"MAR","Morocco","WIPO_14","Organic fine chemistry",2014,0.0556
"26007",26007,"MAR","Morocco","WIPO_14","Organic fine chemistry",2015,0.1278
"26008",26008,"MAR","Morocco","WIPO_14","Organic fine chemistry",2016,0
"26009",26009,"MAR","Morocco","WIPO_14","Organic fine chemistry",2017,0
"26010",26010,"MAR","Morocco","WIPO_14","Organic fine chemistry",2018,0
"26011",26011,"PAK","Pakistan","WIPO_14","Organic fine chemistry",1999,0
"26012",26012,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2000,0
"26013",26013,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2001,0
"26014",26014,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2002,0
"26015",26015,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2003,0.1
"26016",26016,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2004,0
"26017",26017,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2005,0.8533
"26018",26018,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2006,0.8333
"26019",26019,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2007,1.9107
"26020",26020,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2008,0
"26021",26021,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2009,0.0833
"26022",26022,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2010,0.5667
"26023",26023,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2011,1.1667
"26024",26024,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2012,0.0606
"26025",26025,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2013,6.7333
"26026",26026,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2014,1.4786
"26027",26027,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2015,1
"26028",26028,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2016,0.5455
"26029",26029,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2017,0
"26030",26030,"PAK","Pakistan","WIPO_14","Organic fine chemistry",2018,0
"26031",26031,"PER","Peru","WIPO_14","Organic fine chemistry",1999,0
"26032",26032,"PER","Peru","WIPO_14","Organic fine chemistry",2000,0
"26033",26033,"PER","Peru","WIPO_14","Organic fine chemistry",2001,0.5
"26034",26034,"PER","Peru","WIPO_14","Organic fine chemistry",2002,0.5
"26035",26035,"PER","Peru","WIPO_14","Organic fine chemistry",2003,0
"26036",26036,"PER","Peru","WIPO_14","Organic fine chemistry",2004,0
"26037",26037,"PER","Peru","WIPO_14","Organic fine chemistry",2005,0.25
"26038",26038,"PER","Peru","WIPO_14","Organic fine chemistry",2006,0
"26039",26039,"PER","Peru","WIPO_14","Organic fine chemistry",2007,0.0385
"26040",26040,"PER","Peru","WIPO_14","Organic fine chemistry",2008,0
"26041",26041,"PER","Peru","WIPO_14","Organic fine chemistry",2009,0.1043
"26042",26042,"PER","Peru","WIPO_14","Organic fine chemistry",2010,0
"26043",26043,"PER","Peru","WIPO_14","Organic fine chemistry",2011,0
"26044",26044,"PER","Peru","WIPO_14","Organic fine chemistry",2012,0
"26045",26045,"PER","Peru","WIPO_14","Organic fine chemistry",2013,1.0833
"26046",26046,"PER","Peru","WIPO_14","Organic fine chemistry",2014,0.1272
"26047",26047,"PER","Peru","WIPO_14","Organic fine chemistry",2015,0.188
"26048",26048,"PER","Peru","WIPO_14","Organic fine chemistry",2016,0
"26049",26049,"PER","Peru","WIPO_14","Organic fine chemistry",2017,0.0769
"26050",26050,"PHL","Philippines","WIPO_14","Organic fine chemistry",1999,0
"26051",26051,"PHL","Philippines","WIPO_14","Organic fine chemistry",2000,0
